1,10527822,"REMY KOREA. LTD","",1,0,0,4
"品番","品種","納入数","出荷日",,
"Part No.","Material Grade","Total","Date of shipment",,
"10527822","TRC4401D","78,000","Nov 20.2015","",""

7
@@@出力項目@@@
X0160,1,"見掛比重","Apparent Density","HI","HI",3,"マイクロメータ､天秤"," ",1,1,2,3.020000,3.360000,0.000000, ,1,0,2,2,3.190000,3.210000,3.170000,3.17,3.21, , , , , , , , 
X0160,1,"見掛比重","Apparent Density","LO","LO",3,"マイクロメータ､天秤"," ",1,1,2,2.420000,2.760000,0.000000, ,1,0,2,2,2.565000,2.570000,2.560000,2.56,2.57, , , , , , , , 
X0160,1,"硬度 (HsD 圧面)","Hardness(HsD P)","HI","HI",10,"ショア硬度計Ｄ型","HsD",1,1,1,14.000000,30.000000,0.000000, ,1,0,1,2,20.700000,21.200000,20.200000,21.2,20.2, , , , , , , , 
X0160,1,"硬度 (HsD 圧面)","Hardness(HsD P)","LO","LO",10,"ショア硬度計Ｄ型","HsD",1,1,1,14.000000,34.000000,0.000000, ,1,0,1,2,22.950000,23.200000,22.700000,23.2,22.7, , , , , , , , 
X0160,1,"抵抗率","Specific Resistance","HI","HI",11,"抵抗率測定機","μΩ･cm",1,1,0,40.000000,140.000000,0.000000, ,1,0,0,2,77.060000,81.550000,72.570000,81.55,72.57, , , , , , , , 
X0160,1,"抵抗率","Specific Resistance","LO","LO",11,"抵抗率測定機","μΩ･cm",1,1,0,0.000000,900.000000,0.000000, ,1,0,0,2,370.140000,377.780000,362.500000,377.78,362.5, , , , , , , , 
X0160,1,"曲げ強さ","Transverse Strength","HI","HI",5,"材料試験機","MPa",1,1,1,8.000000,32.000000,0.000000, ,1,0,1,2,20.308500,20.714000,19.903000,19.903,20.714, , , , , , , , 
X0160,1,"曲げ強さ","Transverse Strength","LO","LO",5,"材料試験機","MPa",1,1,1,10.000000,36.000000,0.000000, ,1,0,1,2,18.069500,18.238000,17.901000,18.238,17.901, , , , , , , , 
X0160,1,"リード線取付抵抗","Connection Drop"," "," ",12,"リード線取付抵抗測定機","mV/10A",1,2,1,0.000000,3.000000,0.000000, ,1,0,1,2,1.550000,1.600000,1.500000,1.6,1.5, , , , , , , , 
X0160,1,"リード線取付強度","Pull Strength"," "," ",5,"材料試験機","N",1,3,1,89.000000,0.000000,0.000000, ,1,0,1,2,124.700000,125.000000,124.400000,125,124.4, , , , , , , , 
X0160,1,"ブラシ幅","Brush Width"," "," ",1,"マイクロメータ","mm",1,1,3,15.500000,15.700000,0.000000, ,1,0,3,2,15.600000,15.601000,15.599000,15.601,15.599, , , , , , , , 
X0160,2,"ブラシ厚さ","Brush Thickness"," "," ",1,"マイクロメータ","mm",1,1,2,4.700000,4.800000,0.000000, ,1,0,3,2,4.765500,4.766000,4.765000,4.766,4.765, , , , , , , , 
X0160,2,"低銅量層厚さ","Brush Thickness(Low Side)"," "," ",6,"投影機","mm",1,1,1,0.400000,1.200000,0.000000, ,1,0,2,2,0.840000,0.860000,0.820000,0.86,0.82, , , , , , , , 
X0160,2,"ブラシ長さ","Brush Length"," "," ",1,"マイクロメータ","mm",1,1,2,13.000000,13.500000,0.000000, ,1,0,3,2,13.285000,13.287000,13.283000,13.287,13.283, , , , , , , , 
X0160,2,"リ－ド線溶接厚さ","Lead　Wire　Weld　thickness"," "," ",2,"ノギス","mm",1,1,2,1.300000,1.900000,0.000000, ,1,0,2,2,1.635000,1.640000,1.630000,1.63,1.64, , , , , , , , 
X0160,2,"リ－ド線溶接長さ","Lead　Wire　Weld　Length"," "," ",2,"ノギス","mm",1,1,1,4.000000,6.000000,0.000000, ,1,0,2,2,5.160000,5.180000,5.140000,5.14,5.18, , , , , , , , 
X0160,2,"Ｒ寸法","Radius"," "," ",6,"投影機","mm",1,1,2,15.850000,16.850000,0.000000, ,1,0,3,2,16.241000,16.270000,16.212000,16.27,16.212, , , , , , , , 
X0160,2,"溶接後リ－ド線長さ","Lead　Wire　Length"," "," ",2,"ノギス","mm",1,1,1,30.000000,33.000000,0.000000, ,1,0,2,2,31.740000,31.780000,31.700000,31.78,31.7, , , , , , , , 
X0161,1,"見掛比重","Apparent Density","HI","HI",3,"マイクロメータ､天秤"," ",1,1,2,3.020000,3.360000,0.000000, ,1,0,2,2,3.205000,3.210000,3.200000,3.21,3.2, , , , , , , , 
X0161,1,"見掛比重","Apparent Density","LO","LO",3,"マイクロメータ､天秤"," ",1,1,2,2.420000,2.760000,0.000000, ,1,0,2,2,2.585000,2.590000,2.580000,2.59,2.58, , , , , , , , 
X0161,1,"硬度 (HsD 圧面)","Hardness(HsD P)","HI","HI",10,"ショア硬度計Ｄ型","HsD",1,1,1,14.000000,30.000000,0.000000, ,1,0,1,2,21.250000,21.500000,21.000000,21.5,21, , , , , , , , 
X0161,1,"硬度 (HsD 圧面)","Hardness(HsD P)","LO","LO",10,"ショア硬度計Ｄ型","HsD",1,1,1,14.000000,34.000000,0.000000, ,1,0,1,2,25.150000,25.300000,25.000000,25,25.3, , , , , , , , 
X0161,1,"抵抗率","Specific Resistance","HI","HI",11,"抵抗率測定機","μΩ･cm",1,1,0,40.000000,140.000000,0.000000, ,1,0,0,2,82.155000,84.580000,79.730000,84.58,79.73, , , , , , , , 
X0161,1,"抵抗率","Specific Resistance","LO","LO",11,"抵抗率測定機","μΩ･cm",1,1,0,0.000000,900.000000,0.000000, ,1,0,0,2,381.540000,386.660000,376.420000,386.66,376.42, , , , , , , , 
X0161,1,"曲げ強さ","Transverse Strength","HI","HI",5,"材料試験機","MPa",1,1,1,8.000000,32.000000,0.000000, ,1,0,1,2,20.717500,21.167000,20.268000,20.268,21.167, , , , , , , , 
X0161,1,"曲げ強さ","Transverse Strength","LO","LO",5,"材料試験機","MPa",1,1,1,10.000000,36.000000,0.000000, ,1,0,1,2,19.276500,19.602000,18.951000,19.602,18.951, , , , , , , , 
X0161,1,"リード線取付抵抗","Connection Drop"," "," ",12,"リード線取付抵抗測定機","mV/10A",1,2,1,0.000000,3.000000,0.000000, ,1,0,1,2,1.550000,1.600000,1.500000,1.6,1.5, , , , , , , , 
X0161,1,"リード線取付強度","Pull Strength"," "," ",5,"材料試験機","N",1,3,1,89.000000,0.000000,0.000000, ,1,0,1,2,142.700000,149.900000,135.500000,135.5,149.9, , , , , , , , 
X0161,1,"ブラシ幅","Brush Width"," "," ",1,"マイクロメータ","mm",1,1,3,15.500000,15.700000,0.000000, ,1,0,3,2,15.587500,15.591000,15.584000,15.591,15.584, , , , , , , , 
X0161,2,"ブラシ厚さ","Brush Thickness"," "," ",1,"マイクロメータ","mm",1,1,2,4.700000,4.800000,0.000000, ,1,0,3,2,4.766500,4.767000,4.766000,4.767,4.766, , , , , , , , 
X0161,2,"低銅量層厚さ","Brush Thickness(Low Side)"," "," ",6,"投影機","mm",1,1,1,0.400000,1.200000,0.000000, ,1,0,2,2,0.925000,0.930000,0.920000,0.92,0.93, , , , , , , , 
X0161,2,"ブラシ長さ","Brush Length"," "," ",1,"マイクロメータ","mm",1,1,2,13.000000,13.500000,0.000000, ,1,0,3,2,13.311500,13.317000,13.306000,13.317,13.306, , , , , , , , 
X0161,2,"リ－ド線溶接厚さ","Lead　Wire　Weld　thickness"," "," ",2,"ノギス","mm",1,1,2,1.300000,1.900000,0.000000, ,1,0,2,2,1.595000,1.610000,1.580000,1.61,1.58, , , , , , , , 
X0161,2,"リ－ド線溶接長さ","Lead　Wire　Weld　Length"," "," ",2,"ノギス","mm",1,1,1,4.000000,6.000000,0.000000, ,1,0,2,2,5.050000,5.060000,5.040000,5.04,5.06, , , , , , , , 
